task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
C++_Model,2026-05-14T18:49:45,Confronto_ML,7f7f643c-e678-4344-bef9-90ecdddb7879,1.1473746999981813,1.5879440807521827e-06,1.3838633935281046e-06,18.15018181818182,14.602026979462822,10.0,1.0344696130467148e-07,4.651670387989526e-06,4.638750000999102e-08,4.801504849304189e-06,0.0,Italy,ITA,lombardy,,,Windows-10-10.0.19045-SP0,3.13.9,3.1.1,6,Intel(R) Core(TM) i5-8600K CPU @ 3.60GHz,1,1 x NVIDIA GeForce GTX 1060 6GB,9.1922,45.4722,15.936332702636719,machine,N
