System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
01:24:22:219, 2344001554172035,   19.997,   18.000, 4100,  30.054, 602.431, 167.342,  18.653, 379.731, 105.481, 45,  0,   1.168,  15.937,   4.427,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:328, 2344001946688415,   20.106,   18.000, 4100,  30.952, 605.806, 168.279,  19.845, 381.894, 106.082, 50,  0,   0.802,  16.025,   4.451,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:437, 2344002339090189,   20.215,   21.000, 4100,  32.429, 609.340, 169.261,  21.289, 384.215, 106.726, 51,  0,   0.812,  16.113,   4.476,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:559, 2344002778320994,   20.338,   31.000, 4100,  37.257, 613.886, 170.524,  26.133, 387.403, 107.612, 54,  0,   0.873,  16.220,   4.506,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:701, 2344003289507887,   20.480,   19.000, 4100,  32.393, 618.486, 171.802,  21.137, 390.405, 108.446, 52,  0,   1.069,  16.372,   4.548,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:845, 2344003808028604,   20.624,   19.000, 4100,  30.997, 622.950, 173.042,  19.874, 393.267, 109.241, 50,  0,   0.812,  16.489,   4.580,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:22:952, 2344004193085383,   20.730,   18.000, 4100,  29.379, 626.093, 173.915,  18.134, 395.207, 109.780, 53,  0,   1.085,  16.605,   4.612,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:061, 2344004585432551,   20.839,   18.000, 4100,  30.574, 629.425, 174.840,  19.438, 397.325, 110.368, 52,  0,   0.722,  16.684,   4.634,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:169, 2344004974234245,   20.947,   18.000, 4100,  29.728, 632.636, 175.732,  18.645, 399.339, 110.927, 49,  0,   0.700,  16.759,   4.655,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:293, 2344005420600881,   21.071,   17.000, 4100,  29.006, 636.232, 176.731,  17.894, 401.558, 111.544, 51,  0,   0.656,  16.840,   4.678,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:401, 2344005809617425,   21.180,   19.000, 4100,  29.606, 639.431, 177.620,  18.501, 403.557, 112.099, 50,  0,   0.678,  16.914,   4.698,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:509, 2344006198166375,   21.287,   17.000, 4100,  28.848, 642.545, 178.485,  17.718, 405.469, 112.630, 53,  0,   0.648,  16.984,   4.718,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:619, 2344006594222565,   21.397,   18.000, 4100,  29.762, 645.819, 179.394,  18.655, 407.521, 113.200, 52,  0,   0.624,  17.052,   4.737,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:728, 2344006986761209,   21.507,   18.000, 4100,  27.808, 648.851, 180.236,  16.735, 409.346, 113.707, 50,  0,   0.649,  17.123,   4.756,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:837, 2344007379090489,   21.615,   17.000, 4100,  28.955, 652.007, 181.113,  17.837, 411.290, 114.247, 50,  0,   0.666,  17.196,   4.777,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:23:962, 2344007829447569,   21.741,   19.000, 4100,  29.676, 655.719, 182.144,  18.624, 413.620, 114.894, 50,  0,   0.727,  17.287,   4.802,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:071, 2344008221475357,   21.849,   18.000, 4100,  31.122, 659.108, 183.086,  19.935, 415.791, 115.497, 52,  0,   0.821,  17.376,   4.827,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:179, 2344008610114809,   21.957,   18.000, 4100,  29.829, 662.329, 183.980,  18.692, 417.809, 116.058, 51,  0,   0.693,  17.451,   4.847,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:289, 2344009006315533,   22.068,   19.000, 4100,  30.191, 665.651, 184.903,  19.105, 419.911, 116.642, 51,  0,   0.673,  17.525,   4.868,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:397, 2344009395148125,   22.176,   18.000, 4100,  29.624, 668.851, 185.792,  18.531, 421.913, 117.198, 50,  0,   0.635,  17.593,   4.887,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:505, 2344009783908317,   22.284,   17.000, 4100,  29.543, 672.041, 186.678,  18.332, 423.893, 117.748, 52,  0,   1.065,  17.708,   4.919,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:615, 2344010180009487,   22.394,   17.000, 4100,  30.152, 675.359, 187.600,  19.043, 425.988, 118.330, 49,  0,   0.754,  17.791,   4.942,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:724, 2344010572268883,   22.502,   20.000, 4100,  31.378, 678.778, 188.549,  20.210, 428.190, 118.942, 50,  0,   0.794,  17.878,   4.966,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:831, 2344010957474317,   22.609,   25.000, 4100,  33.379, 682.349, 189.541,  22.283, 430.574, 119.604, 51,  0,   0.715,  17.954,   4.987,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:24:941, 2344011353601363,   22.720,   18.000, 4100,  28.783, 685.517, 190.421,  17.682, 432.520, 120.144, 52,  0,   0.716,  18.033,   5.009,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:053, 2344011756724253,   22.832,   17.000, 4100,  30.419, 688.923, 191.367,  19.302, 434.681, 120.745, 52,  0,   0.773,  18.120,   5.033,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:163, 2344012152620731,   22.941,   17.000, 4100,  29.783, 692.198, 192.277,  18.652, 436.732, 121.315, 51,  0,   0.710,  18.198,   5.055,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:272, 2344012541850551,   23.050,   17.000, 4100,  29.145, 695.349, 193.153,  18.077, 438.687, 121.857, 52,  0,   0.643,  18.267,   5.074,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:396, 2344012988412214,   23.174,   18.000, 4100,  29.239, 698.976, 194.160,  17.843, 440.900, 122.472, 52,  0,   1.511,  18.455,   5.126,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:506, 2344013384310337,   23.284,   20.000, 4100,  30.592, 702.340, 195.095,  19.439, 443.038, 123.066, 49,  0,   0.696,  18.531,   5.148,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:616, 2344013780268339,   23.394,   18.000, 4100,  28.484, 705.473, 195.965,  17.407, 444.953, 123.598, 50,  0,   0.652,  18.603,   5.168,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:740, 2344014226664027,   23.518,   20.000, 4100,  32.002, 709.442, 197.067,  20.864, 447.540, 124.317, 53,  0,   0.806,  18.703,   5.195,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:25:880, 2344014730748511,   23.658,   18.000, 4100,  29.407, 713.559, 198.211,  18.303, 450.102, 125.028, 51,  0,   0.666,  18.796,   5.221,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:004, 2344015176955351,   23.782,   18.000, 4100,  28.978, 717.151, 199.209,  17.860, 452.316, 125.643, 53,  0,   0.662,  18.878,   5.244,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:113, 2344015569466849,   23.891,   17.000, 4100,  28.812, 720.292, 200.081,  17.712, 454.247, 126.180, 49,  0,   0.690,  18.954,   5.265,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:238, 2344016019476895,   24.016,   17.000, 4100,  28.975, 723.914, 201.087,  17.871, 456.481, 126.800, 51,  0,   0.686,  19.039,   5.289,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:346, 2344016408260529,   24.124,   19.000, 4100,  30.263, 727.183, 201.995,  19.123, 458.546, 127.374, 49,  0,   0.800,  19.126,   5.313,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:456, 2344016804396754,   24.234,   16.000, 1600,  24.883, 729.921, 202.756,  13.672, 460.051, 127.792, 40,  0,   0.797,  19.213,   5.337,  95.000, 131.000,   0.000,   0.000,   0.000
01:24:26:457, 2344016810038611,   24.235,   15.000, 1600,  19.083, 729.951, 202.764,   4.635, 460.058, 127.794, 40,  0,   0.818,  19.215,   5.337,  95.000, 131.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 24.235207
Measured RDTSC Frequency (GHz) = 3.600

Cumulative Processor Energy_0 (Joules) = 729.950623
Cumulative Processor Energy_0 (mWh) = 202.764062
Average Processor Power_0 (Watt) = 30.119431

Cumulative IA Energy_0 (Joules) = 460.058105
Cumulative IA Energy_0 (mWh) = 127.793918
Average IA Power_0 (Watt) = 18.983049

Cumulative DRAM Energy_0 (Joules) = 19.214661
Cumulative DRAM Energy_0 (mWh) = 5.337406
Average DRAM Power_0 (Watt) = 0.792841
