System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt)
13:27:45:830, 2379399538210145,   25.726,   36.000, 4100,  40.863, 924.936, 256.927,  29.549, 636.551, 176.820, 62,  0,   1.259,  27.335,   7.593,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:45:938, 2379399927163484,   25.834,   18.000, 4100,  29.447, 928.118, 257.810,  18.336, 638.532, 177.370, 60,  0,   0.715,  27.412,   7.615,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:078, 2379400431190276,   25.974,   20.000, 4100,  31.491, 932.527, 259.035,  20.370, 641.384, 178.162, 64,  0,   0.811,  27.526,   7.646,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:186, 2379400819983337,   26.082,   33.000, 4100,  39.806, 936.826, 260.229,  28.511, 644.463, 179.018, 59,  0,   1.320,  27.669,   7.686,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:296, 2379401216113100,   26.192,   39.000, 4100,  41.057, 941.343, 261.484,  29.802, 647.743, 179.929, 58,  0,   1.306,  27.812,   7.726,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:405, 2379401608484641,   26.301,   34.000, 4100,  39.744, 945.675, 262.687,  28.456, 650.844, 180.790, 60,  0,   1.292,  27.953,   7.765,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:513, 2379401996868720,   26.409,   22.000, 4100,  32.015, 949.129, 263.647,  20.909, 653.100, 181.417, 58,  0,   0.847,  28.045,   7.790,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:638, 2379402446919665,   26.534,   37.000, 4100,  41.031, 954.258, 265.072,  29.863, 656.833, 182.454, 59,  0,   1.191,  28.193,   7.832,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:747, 2379402839507215,   26.643,   35.000, 4100,  38.846, 958.495, 266.248,  27.614, 659.845, 183.290, 58,  0,   1.196,  28.324,   7.868,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:856, 2379403231676580,   26.752,   64.000, 4100,  53.302, 964.301, 267.861,  41.451, 664.360, 184.544, 58,  0,   2.387,  28.584,   7.940,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:46:965, 2379403625982836,   26.862,   33.000, 4100,  38.696, 968.539, 269.039,  27.364, 667.357, 185.377, 60,  0,   1.204,  28.716,   7.977,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:072, 2379404009322114,   26.968,   46.000, 4100,  45.436, 973.378, 270.383,  34.267, 671.006, 186.391, 63,  0,   1.317,  28.856,   8.016,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:180, 2379404398264350,   27.076,   36.000, 4100,  39.683, 977.665, 271.574,  28.455, 674.080, 187.245, 64,  0,   1.311,  28.998,   8.055,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:289, 2379404790589604,   27.185,   29.000, 4100,  35.902, 981.577, 272.660,  24.647, 676.766, 187.991, 62,  0,   1.134,  29.121,   8.089,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:398, 2379405183085055,   27.294,   18.000, 4100,  30.463, 984.899, 273.583,  19.333, 678.874, 188.576, 64,  0,   0.766,  29.205,   8.112,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:507, 2379405573713807,   27.403,   21.000, 4100,  32.220, 988.395, 274.554,  20.957, 681.148, 189.208, 58,  0,   0.777,  29.289,   8.136,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:617, 2379405969496421,   27.513,   22.000, 4100,  32.972, 992.020, 275.561,  21.792, 683.544, 189.873, 60,  0,   0.897,  29.388,   8.163,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:726, 2379406363183384,   27.622,   18.000, 4200,  28.544, 995.141, 276.428,  17.516, 685.460, 190.405, 52,  0,   0.891,  29.485,   8.190,  95.000, 131.000,   0.000,   0.000,   0.000
13:27:47:727, 2379406367478288,   27.623,   16.000, 4200,  30.952, 995.178, 276.438,  30.542, 685.496, 190.416, 52,  0,   1.177,  29.487,   8.191,  95.000, 131.000,   0.000,   0.000,   0.000

Total Elapsed Time (sec) = 27.623328
Measured RDTSC Frequency (GHz) = 3.600

Cumulative Processor Energy_0 (Joules) = 995.178162
Cumulative Processor Energy_0 (mWh) = 276.438378
Average Processor Power_0 (Watt) = 36.026730

Cumulative IA Energy_0 (Joules) = 685.495972
Cumulative IA Energy_0 (mWh) = 190.415548
Average IA Power_0 (Watt) = 24.815836

Cumulative DRAM Energy_0 (Joules) = 29.486633
Cumulative DRAM Energy_0 (mWh) = 8.190731
Average DRAM Power_0 (Watt) = 1.067454
