timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue,cloud_provider,cloud_region
2025-11-27T12:26:08,codecarbon,5986dd9a-de60-44a7-8e9f-6137104d1659,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.0760712999999669,3.0096421073396143e-05,2.796879823241924e-05,285.0000000000001,10.11750341995731,10.0,8.500991083339312e-05,3.018891303999821e-06,2.97447277777994e-06,9.100327491517288e-05,0.0,Italy,ITA,piedmont,Windows-10-10.0.19045-SP0,3.13.9,3.1.1,6,Intel(R) Core(TM) i5-8600K CPU @ 3.60GHz,1,1 x NVIDIA GeForce GTX 1060 6GB,7.689,45.0729,15.93633270263672,machine,N,1.0,0.0,,
2025-11-27T12:26:27,codecarbon,4ee0b657-0f45-40ad-91b9-fcb6c978d45a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.1986724000007598,3.5867370197832344e-05,2.9922579511974757e-05,285.0000000000001,31.470037413050843,10.0,9.468127500001631e-05,1.046111948000035e-05,3.310638611113366e-06,0.00010845303309113003,0.0,Italy,ITA,piedmont,Windows-10-10.0.19045-SP0,3.13.9,3.1.1,6,Intel(R) Core(TM) i5-8600K CPU @ 3.60GHz,1,1 x NVIDIA GeForce GTX 1060 6GB,7.689,45.0729,15.936332702636719,machine,N,1.0,0.0,,
